company_id,company_name,year,industry,region,revenue,net_profit,total_assets,total_liabilities,equity,operating_cash_flow,roe,roa,debt_to_equity_ratio,profit_margin,anomaly_label,credit_rating,audit_opinion,fraud_risk_score,g_index,esg_score,stock_volatility,market_cap,ownership_type,risk_category,audit_firm,financial_health_index
SZ600568,Bank of China Trust,2022,Financial Services,Shanghai,10908.03,4785.62,13225.87,8723.24,4502.630000000001,3916.4,106.28,36.18,1.94,43.87,0,C,Standard,0.19,9,72,0.58,23773.18,Foreign JV,Low,Big4,0.71
SH626729,China National PowerGrid,2022,Energy,Beijing,12527.03,612.6,23113.32,18071.1,5042.220000000001,709.92,12.15,2.65,3.58,4.89,0,A,Standard,0.3,9,50,0.21,31099.33,SOE,Low,Local Tier 1,0.07
SH661457,Vanke Urban Assets,2021,Real Estate,Shenzhen,6030.8,921.12,8753.33,3835.9,4917.43,1093.2,18.73,10.52,0.78,15.27,0,A,Qualified,0.23,1,50,0.34,13653.95,Private,Low,Local Tier 1,0.15
SZ918250,Didi Mobility Systems,2021,Transportation,Shenzhen,3744.09,59.1,5255.13,2667.09,2588.04,68.51,2.28,1.12,1.03,1.58,0,AA,Standard,0.57,4,71,0.49,9833.72,Private,Medium,Local Tier 1,0.02
SH582739,Guangzhou Pharma Group,2022,Pharmaceuticals,Shenzhen,6229.61,876.49,8824.14,6595.1,2229.039999999999,949.58,39.32,9.93,2.96,14.07,0,BB,Qualified,0.28,7,82,0.17,14978.63,Private,Low,Local Tier 1,0.25
SZ785300,China National PowerGrid,2021,Energy,Hebei,2506.91,637.44,3337.09,1449.67,1887.42,720.79,33.77,19.1,0.77,25.43,0,A,Qualified,0.59,7,77,0.19,6118.6,Private,Medium,Local Tier 1,0.26
SH696392,PetroChina Renewables Ltd.,2021,Energy,Beijing,6207.68,764.65,11904.96,7070.93,4834.029999999999,725.08,15.82,6.42,1.46,12.32,0,BBB,Standard,0.65,2,36,0.23,18971.65,Private,Medium,Local Tier 2,0.11
SZ945728,JD Global Mall,2022,Retail & E-commerce,Shanghai,500.0,53.06,863.52,483.24,380.28,57.23,13.95,6.14,1.27,10.61,0,A,Standard,0.45,2,32,0.01,1494.89,Private,Medium,Local Tier 2,0.1
SZ715791,ZTE Semicon Co.,2021,Technology,Zhejiang,7402.82,719.01,9454.31,6693.43,2760.879999999999,732.83,26.04,7.61,2.42,9.71,0,A,Standard,0.69,4,55,0.42,16579.17,Foreign JV,Medium,Local Tier 1,0.17
SZ456891,Alibaba Commerce Ltd.,2021,Retail & E-commerce,Beijing,6995.03,1327.21,11723.13,7817.69,3905.4399999999996,1307.05,33.98,11.32,2.0,18.97,0,AA,Standard,0.91,8,50,0.05,16400.52,Private,High,Local Tier 1,0.23
SZ993550,Evergrande Property Dev.,2021,Real Estate,Shenzhen,3508.76,-140.25,5466.61,4089.1,1377.5099999999998,-129.76,-10.18,-2.57,2.97,-4.0,1,A,Standard,0.99,4,31,0.43,7919.36,Private,High,Local Tier 2,-0.06
SZ133801,Alibaba Commerce Ltd.,2022,Retail & E-commerce,Beijing,11272.71,1488.8,21085.45,10249.45,10836.0,1296.5,13.74,7.06,0.95,13.21,0,AAA,Qualified,0.51,9,54,0.58,32250.73,Private,Medium,Local Tier 2,0.1
SZ408364,SinoMach Robotics,2021,Manufacturing,Beijing,9264.38,597.17,12859.73,4700.44,8159.29,528.99,7.32,4.64,0.58,6.45,0,BB,Standard,0.57,2,65,0.16,24355.79,SOE,Medium,Big4,0.06
SH596528,Didi Mobility Systems,2021,Transportation,Zhejiang,6541.31,946.59,10839.05,5182.52,5656.529999999999,915.45,16.73,8.73,0.92,14.47,0,A,Adverse,0.25,5,52,0.32,13315.13,Private,Low,Big4,0.13
SZ441761,Beijing Life Sciences Inc.,2021,Pharmaceuticals,Zhejiang,5587.57,735.44,9532.33,3320.88,6211.45,733.15,11.84,7.72,0.53,13.16,0,BBB,Standard,0.56,3,60,0.26,15260.23,SOE,Medium,Local Tier 1,0.1
SZ255143,Suning Group Co.,2021,Retail & E-commerce,Shenzhen,7200.6,1570.88,11867.54,3735.23,8132.310000000001,1714.43,19.32,13.24,0.46,21.82,0,BBB,Standard,0.62,2,84,0.36,16092.85,Private,Medium,Local Tier 2,0.16
SZ259836,China National Steel Corp.,2021,Manufacturing,Jiangsu,11921.83,2078.93,18835.94,12287.32,6548.619999999999,2297.85,31.75,11.04,1.88,17.44,0,BBB,Standard,0.51,7,64,0.44,28521.1,Private,Medium,Local Tier 2,0.21
SZ503717,Sinopec Green Energy,2021,Energy,Guangdong,8322.89,213.86,11767.61,3974.02,7793.59,215.98,2.74,1.82,0.51,2.57,0,B,Standard,0.43,1,31,0.57,19136.96,Foreign JV,Medium,Local Tier 1,0.02
SH227412,ICBC Capital Group,2021,Financial Services,Guangdong,8432.01,1587.33,15201.37,4695.45,10505.920000000002,1517.26,15.11,10.44,0.45,18.83,0,BB,Standard,0.45,7,75,0.27,26543.3,Private,Medium,Local Tier 1,0.13
SZ587229,Huawei Digital Ltd.,2022,Technology,Sichuan,7201.85,1878.75,12228.31,8045.29,4183.0199999999995,2233.76,44.91,15.36,1.92,26.09,0,A,Qualified,0.38,9,72,0.25,23860.38,Foreign JV,Low,Local Tier 1,0.3
SH433613,PetroChina Renewables Ltd.,2022,Energy,Hebei,8314.36,208.38,10103.58,5054.28,5049.3,234.54,4.13,2.06,1.0,2.51,0,AAA,Adverse,0.52,9,48,0.18,17976.3,Private,Medium,Local Tier 2,0.03
SH859015,Huawei Digital Ltd.,2021,Technology,Beijing,9679.06,431.04,19298.06,12017.53,7280.530000000001,359.07,5.92,2.23,1.65,4.45,0,AAA,Standard,0.4,1,71,0.26,29353.0,Private,Low,Local Tier 1,0.04
SH133589,PetroChina Renewables Ltd.,2021,Energy,Hebei,7274.6,1548.79,8754.33,6167.48,2586.8500000000004,1809.09,59.87,17.69,2.38,21.29,0,A,Standard,0.4,5,69,0.26,13563.7,Private,Low,Big4,0.39
SH975409,Sichuan Organic Farming Ltd.,2021,Agriculture,Shanghai,9974.42,1713.64,12687.4,6040.09,6647.3099999999995,1442.46,25.78,13.51,0.91,17.18,0,BB,Standard,0.42,4,49,0.1,16525.47,SOE,Medium,Local Tier 1,0.2
SH385794,China Southern Logistics,2022,Transportation,Beijing,9348.09,2756.89,14974.87,7195.62,7779.250000000001,2334.5,35.44,18.41,0.92,29.49,0,BB,Standard,0.17,2,87,0.5,24546.62,SOE,Low,Local Tier 1,0.27
SZ916575,Beijing Life Sciences Inc.,2022,Pharmaceuticals,Guangdong,9295.16,1507.17,14446.11,9719.64,4726.470000000001,1486.55,31.89,10.43,2.06,16.21,0,BBB,Qualified,0.59,9,89,0.06,22457.22,Private,Medium,Local Tier 1,0.21
SH999978,China National PowerGrid,2022,Energy,Beijing,6974.32,1407.22,13593.21,6000.31,7592.899999999999,1263.04,18.53,10.35,0.79,20.18,0,BB,Standard,0.56,3,51,0.06,25368.32,Private,Medium,Local Tier 1,0.14
SZ467701,Didi Mobility Systems,2021,Transportation,Jiangsu,8495.43,1354.82,13254.45,7719.75,5534.700000000001,1479.79,24.48,10.22,1.39,15.95,0,A,Standard,0.35,8,81,0.23,23887.55,SOE,Low,Local Tier 1,0.17
SH830552,Evergrande Property Dev.,2021,Real Estate,Shenzhen,9608.54,549.9,17774.49,13836.51,3937.9800000000014,592.74,13.96,3.09,3.51,5.72,0,A,Qualified,0.4,3,64,0.2,30226.45,Foreign JV,Low,Big4,0.09
SH960727,China Grain Supply Chain,2021,Agriculture,Sichuan,12457.46,682.1,23102.56,14494.43,8608.130000000001,791.67,7.92,2.95,1.68,5.48,0,AA,Standard,0.51,10,78,0.19,33824.78,Private,Medium,Big4,0.05
SZ311072,China Grain Supply Chain,2022,Agriculture,Jiangsu,7539.12,1147.72,14383.59,6411.37,7972.22,1106.46,14.4,7.98,0.8,15.22,0,BBB,Qualified,0.5,3,32,0.5,20849.78,SOE,Medium,Local Tier 2,0.11
SZ411220,CRRC Urban Transit,2022,Transportation,Hebei,8615.62,2108.79,13444.42,8016.0,5428.42,2158.66,38.85,15.69,1.48,24.48,0,AAA,Qualified,0.64,6,30,0.16,20404.39,SOE,Medium,Local Tier 1,0.27
SZ768753,Haier Precision Ltd.,2022,Manufacturing,Beijing,5834.34,435.06,8167.87,5842.69,2325.1800000000003,519.15,18.71,5.33,2.51,7.46,0,AA,Standard,0.45,1,81,0.07,11864.4,Foreign JV,Medium,Local Tier 1,0.12
SH513213,China Grain Supply Chain,2022,Agriculture,Hebei,6038.29,1297.06,7815.28,3502.35,4312.93,1500.91,30.07,16.6,0.81,21.48,0,BB,Standard,0.77,2,68,0.14,11028.98,Private,High,Local Tier 1,0.23
SH725215,Sinopharm Biotech,2021,Pharmaceuticals,Guangdong,5557.5,-196.06,9372.73,5463.94,3908.79,-156.96,-5.02,-2.09,1.4,-3.53,1,A,Standard,0.9,4,67,0.33,17556.57,Private,High,Big4,-0.04
SZ572214,Huawei Digital Ltd.,2022,Technology,Jiangsu,7758.3,366.74,9781.5,3173.51,6607.99,369.26,5.55,3.75,0.48,4.73,0,B,Standard,0.54,5,40,0.13,12091.59,Private,Medium,Local Tier 2,0.05
SZ611318,Ping An Financial Holdings,2021,Financial Services,Shanghai,9492.51,523.52,11472.21,7900.49,3571.7199999999993,597.31,14.66,4.56,2.21,5.52,0,A,Standard,0.17,4,52,0.2,19916.2,Private,Low,Local Tier 1,0.1
SZ441535,Tencent Cloud Holdings,2021,Technology,Jiangsu,11331.22,428.32,15182.95,10516.98,4665.970000000001,482.11,9.18,2.82,2.25,3.78,0,AA,Standard,1.0,9,84,0.33,21352.33,SOE,High,Local Tier 1,0.06
SH161695,Sichuan Organic Farming Ltd.,2022,Agriculture,Hebei,4101.53,398.89,7501.76,5054.36,2447.4000000000005,341.87,16.3,5.32,2.07,9.73,0,BB,Standard,0.17,4,46,0.07,10133.33,SOE,Low,Big4,0.11
SZ413340,ICBC Capital Group,2021,Financial Services,Hebei,16894.86,3554.53,27132.11,16331.74,10800.37,3984.03,32.91,13.1,1.51,21.04,0,A,Adverse,0.42,3,54,0.28,34871.42,SOE,Medium,Local Tier 1,0.23
SH164038,Baidu AI Systems,2021,Technology,Hebei,9820.83,2780.13,13864.62,7401.06,6463.56,2689.96,43.01,20.05,1.15,28.31,0,A,Qualified,0.69,4,83,0.63,23719.85,SOE,Medium,Local Tier 1,0.32
SH929135,SinoMach Robotics,2022,Manufacturing,Sichuan,10313.29,-252.5,14939.81,8667.05,6272.76,-270.76,-4.03,-1.69,1.38,-2.45,1,BB,Standard,0.62,7,76,0.16,20432.87,Private,Medium,Local Tier 1,-0.03
SH955521,Tencent Cloud Holdings,2022,Technology,Beijing,10239.41,291.86,17396.64,11938.62,5458.019999999999,241.04,5.35,1.68,2.19,2.85,0,B,Standard,0.57,6,54,0.56,24745.5,SOE,Medium,Local Tier 1,0.04
SZ292846,ZTE Semicon Co.,2022,Technology,Hebei,10452.6,1613.49,17061.39,10159.12,6902.269999999999,1661.58,23.38,9.46,1.47,15.44,0,A,Qualified,0.39,6,53,0.12,21846.27,SOE,Low,Local Tier 1,0.16
SH803691,JD Global Mall,2021,Retail & E-commerce,Guangdong,8734.51,3390.86,10865.05,5803.8,5061.249999999999,3233.29,67.0,31.21,1.15,38.82,0,BBB,Standard,0.61,8,33,0.41,21426.36,SOE,Medium,Local Tier 1,0.49
SZ901290,Beijing Life Sciences Inc.,2022,Pharmaceuticals,Zhejiang,6927.75,25.02,10429.9,3927.89,6502.01,20.2,0.38,0.24,0.6,0.36,0,AA,Standard,0.28,6,54,0.24,19896.74,Foreign JV,Low,Big4,0.0
SZ944238,Beijing Life Sciences Inc.,2022,Pharmaceuticals,Hebei,1564.61,260.15,2739.1,1921.04,818.06,286.83,31.8,9.5,2.35,16.63,0,A,Qualified,0.44,8,55,0.54,3325.19,Private,Medium,Local Tier 1,0.21
SH336043,Tencent Cloud Holdings,2021,Technology,Shanghai,8379.87,1817.57,10769.92,4055.02,6714.9,1673.73,27.07,16.88,0.6,21.69,0,AA,Standard,0.62,4,30,0.35,20061.58,SOE,Medium,Local Tier 2,0.22
SZ774089,Ping An Financial Holdings,2021,Financial Services,Hebei,10147.58,2110.72,18537.32,8027.45,10509.869999999999,2504.56,20.08,11.39,0.76,20.8,0,BB,Qualified,0.51,4,52,0.21,22661.42,SOE,Medium,Big4,0.16
SH123161,Haier Precision Ltd.,2022,Manufacturing,Shanghai,7748.46,1229.93,12964.96,8611.07,4353.889999999999,1131.86,28.25,9.49,1.98,15.87,0,A,Standard,0.48,8,55,0.15,21481.25,SOE,Medium,Local Tier 2,0.19
SH862715,CRRC Urban Transit,2022,Transportation,Sichuan,9217.36,2206.79,11800.87,4997.82,6803.050000000001,1812.19,32.44,18.7,0.73,23.94,0,AAA,Qualified,0.68,2,79,0.18,20110.22,SOE,Medium,Local Tier 1,0.26
SH773322,Beijing Life Sciences Inc.,2022,Pharmaceuticals,Shanghai,8541.66,1652.6,16805.46,9529.92,7275.539999999999,1742.47,22.71,9.83,1.31,19.35,0,B,Standard,0.96,10,84,0.37,24133.25,SOE,High,Local Tier 1,0.16
SH708509,Ping An Financial Holdings,2022,Financial Services,Guangdong,5692.35,1139.62,11204.97,8012.28,3192.6899999999996,1122.91,35.69,10.17,2.51,20.02,0,BBB,Standard,0.71,9,34,0.02,17171.01,SOE,High,Local Tier 2,0.23
SH904562,Bank of China Trust,2021,Financial Services,Beijing,6821.85,698.04,9040.53,3778.74,5261.790000000001,605.63,13.27,7.72,0.72,10.23,0,BB,Standard,0.71,1,51,0.3,14568.17,Private,High,Local Tier 2,0.1
SH437815,Huawei Digital Ltd.,2022,Technology,Hebei,10481.58,2377.66,16571.18,9473.82,7097.360000000001,2009.95,33.5,14.35,1.33,22.68,0,C,Standard,0.3,3,76,0.57,28910.32,Private,Low,Big4,0.24
SZ195046,Evergrande Property Dev.,2022,Real Estate,Shanghai,13032.77,-196.47,18742.2,13220.99,5521.210000000001,-188.24,-3.56,-1.05,2.39,-1.51,1,BB,Standard,0.72,4,51,0.31,35450.07,SOE,High,Big4,-0.02
SH644714,JD Global Mall,2022,Retail & E-commerce,Shanghai,9348.78,427.96,13873.25,5137.66,8735.59,476.62,4.9,3.08,0.59,4.58,0,AAA,Standard,0.55,2,80,0.25,26258.44,Private,Medium,Local Tier 1,0.04
SH374001,JD Global Mall,2021,Retail & E-commerce,Hebei,9892.81,818.37,13401.2,10066.07,3335.130000000001,968.6,24.54,6.11,3.02,8.27,0,AA,Standard,0.44,1,89,0.5,22490.58,SOE,Medium,Local Tier 1,0.15
SZ690119,Baidu AI Systems,2022,Technology,Shenzhen,11046.13,4119.36,21108.48,14859.25,6249.23,4370.38,65.92,19.52,2.38,37.29,0,BB,Standard,0.54,8,57,0.15,28290.42,SOE,Medium,Big4,0.43
SZ184250,JD Global Mall,2022,Retail & E-commerce,Beijing,6270.85,1361.52,8541.67,3213.1,5328.57,1217.82,25.55,15.94,0.6,21.71,0,AA,Adverse,0.72,10,63,0.42,10768.44,SOE,High,Local Tier 2,0.21
SZ829218,Vanke Urban Assets,2022,Real Estate,Sichuan,8108.68,2691.82,14361.44,6937.8,7423.64,2699.78,36.26,18.74,0.93,33.2,0,AAA,Standard,0.85,10,51,0.53,22201.06,Private,High,Local Tier 2,0.28
SH858091,Bank of China Trust,2022,Financial Services,Sichuan,1511.71,2.62,2479.14,1504.59,974.55,2.96,0.27,0.11,1.54,0.17,0,BBB,Standard,0.81,7,55,0.46,3135.49,Private,High,Big4,0.0
SZ510882,CRRC Urban Transit,2022,Transportation,Jiangsu,9770.19,-147.74,12317.99,4040.38,8277.61,-157.18,-1.78,-1.2,0.49,-1.51,1,B,Adverse,0.77,2,54,0.12,18301.19,Private,High,Big4,-0.01
SZ910495,Sinopec Green Energy,2022,Energy,Sichuan,11661.28,1805.1,15437.33,10679.96,4757.370000000001,1997.73,37.94,11.69,2.24,15.48,0,AA,Standard,0.89,6,64,0.31,25505.78,Private,High,Local Tier 2,0.25
SZ123453,PetroChina Renewables Ltd.,2021,Energy,Shanghai,5198.68,733.55,8712.37,4663.15,4049.220000000001,824.0,18.12,8.42,1.15,14.11,0,B,Qualified,0.71,8,70,0.32,10477.82,SOE,High,Local Tier 1,0.13
SH270724,Vanke Urban Assets,2022,Real Estate,Guangdong,7745.39,830.01,13667.17,5292.0,8375.17,910.13,9.91,6.07,0.63,10.72,0,AA,Standard,0.31,2,40,0.13,26138.92,Private,Low,Local Tier 2,0.08
SH732016,Wanda Commercial Towers,2021,Real Estate,Jiangsu,7629.3,1095.46,12677.54,4899.63,7777.910000000001,892.53,14.08,8.64,0.63,14.36,0,C,Standard,0.6,4,81,0.3,21342.22,Private,Medium,Local Tier 2,0.11
SZ773631,Bank of China Trust,2021,Financial Services,Jiangsu,6097.03,852.66,7942.83,4825.62,3117.21,1006.37,27.35,10.73,1.55,13.98,0,C,Adverse,0.48,2,63,0.2,13447.76,Private,Medium,Local Tier 1,0.19
SZ555527,China National PowerGrid,2022,Energy,Zhejiang,10734.28,4607.06,19437.11,6315.45,13121.66,4964.93,35.11,23.7,0.48,42.92,0,BB,Standard,0.87,10,61,0.21,32408.18,Private,High,Local Tier 1,0.29
SZ780291,Alibaba Commerce Ltd.,2021,Retail & E-commerce,Beijing,4376.34,365.32,7708.87,6034.15,1674.7200000000003,422.69,21.81,4.74,3.6,8.35,0,AA,Standard,0.34,6,83,0.1,11897.93,Private,Low,Local Tier 1,0.13
SZ142241,China National PowerGrid,2021,Energy,Guangdong,3164.18,169.97,4616.39,2341.97,2274.4200000000005,141.06,7.47,3.68,1.03,5.37,0,AAA,Qualified,0.63,10,41,0.44,5541.25,Private,Medium,Local Tier 1,0.06
SZ637015,Suning Group Co.,2022,Retail & E-commerce,Shenzhen,6855.27,673.85,9319.26,6503.81,2815.45,602.71,23.93,7.23,2.31,9.83,0,B,Standard,0.37,7,85,0.32,13630.86,Private,Low,Local Tier 1,0.16
SH316679,Wanda Commercial Towers,2021,Real Estate,Shanghai,13974.24,-2097.76,17774.41,11320.71,6453.700000000001,-1968.09,-32.5,-11.8,1.75,-15.01,1,B,Adverse,1.0,5,53,0.26,30811.06,SOE,High,Big4,-0.22
SH280711,China Grain Supply Chain,2021,Agriculture,Beijing,10477.63,3284.7,14857.11,6259.25,8597.86,3259.04,38.2,22.11,0.73,31.35,0,AAA,Adverse,0.51,3,40,0.37,26255.04,Private,Medium,Local Tier 2,0.3
SZ295821,Bank of China Trust,2022,Financial Services,Shenzhen,11141.25,1553.23,17696.0,10391.44,7304.5599999999995,1247.78,21.26,8.78,1.42,13.94,0,B,Disclaimer,0.37,3,59,0.33,30262.0,Private,Low,Local Tier 2,0.15
SH647518,Ping An Financial Holdings,2022,Financial Services,Sichuan,5539.55,1534.15,10655.27,5251.6,5403.67,1311.63,28.39,14.4,0.97,27.69,0,AAA,Qualified,0.35,6,38,0.3,18109.96,SOE,Low,Local Tier 1,0.21
SZ833522,Guangzhou Pharma Group,2021,Pharmaceuticals,Beijing,3012.33,748.53,4139.12,1710.27,2428.85,599.39,30.82,18.08,0.7,24.85,0,A,Standard,0.4,4,64,0.14,6320.53,Private,Low,Local Tier 1,0.24
SH519673,Haier Precision Ltd.,2021,Manufacturing,Zhejiang,7441.57,-334.8,11844.07,6581.58,5262.49,-348.18,-6.36,-2.83,1.25,-4.5,1,BBB,Standard,0.9,8,57,0.06,16723.97,SOE,High,Local Tier 1,-0.05
SZ717919,Sinopharm Biotech,2022,Pharmaceuticals,Shenzhen,10760.7,157.31,18824.44,13761.68,5062.759999999998,131.5,3.11,0.84,2.72,1.46,0,B,Adverse,0.48,7,80,0.48,28647.4,Private,Medium,Big4,0.02
SZ547688,JD Global Mall,2021,Retail & E-commerce,Beijing,12005.48,3470.94,18357.78,9827.61,8530.169999999998,2855.42,40.69,18.91,1.15,28.91,0,AAA,Qualified,0.71,4,31,0.41,27565.0,SOE,High,Local Tier 1,0.3
SH427804,SinoMach Robotics,2022,Manufacturing,Sichuan,12142.99,2513.15,23733.55,15968.3,7765.25,2185.66,32.36,10.59,2.06,20.7,0,BBB,Standard,0.54,6,65,0.54,40760.53,SOE,Medium,Local Tier 1,0.21
SH836401,China Grain Supply Chain,2022,Agriculture,Hebei,9192.45,614.33,15985.35,7897.43,8087.92,543.67,7.6,3.84,0.98,6.68,0,B,Standard,0.36,8,57,0.17,21986.04,Private,Low,Big4,0.06
SZ647115,COFCO AgroTech Ltd.,2021,Agriculture,Zhejiang,9032.2,2492.53,13681.49,9614.0,4067.49,2914.01,61.28,18.22,2.36,27.6,0,A,Standard,0.21,4,36,0.77,18034.73,Private,Low,Big4,0.4
SZ844987,Vanke Urban Assets,2022,Real Estate,Jiangsu,9463.37,1519.43,18918.04,9091.57,9826.470000000001,1368.03,15.46,8.03,0.93,16.06,0,A,Standard,0.35,4,52,0.14,25506.9,Private,Low,Local Tier 1,0.12
SZ831003,Guangzhou Pharma Group,2021,Pharmaceuticals,Beijing,2000.12,374.9,3996.89,3088.46,908.4299999999998,407.71,41.27,9.38,3.4,18.74,0,A,Standard,0.52,1,34,0.32,6831.62,Private,Medium,Local Tier 1,0.25
SH748871,Vanke Urban Assets,2021,Real Estate,Hebei,3507.56,663.72,6549.77,2480.98,4068.7900000000004,771.81,16.31,10.13,0.61,18.92,0,BBB,Standard,0.76,2,60,0.09,10997.67,SOE,High,Local Tier 2,0.13
SZ376097,CRRC Urban Transit,2022,Transportation,Jiangsu,8393.79,1817.93,16111.94,11161.72,4950.220000000001,1494.95,36.72,11.28,2.25,21.66,0,A,Standard,0.4,6,86,0.52,24152.34,Private,Low,Local Tier 1,0.24
SH821703,Didi Mobility Systems,2022,Transportation,Shanghai,8038.47,810.33,11872.15,9383.92,2488.2299999999996,929.23,32.57,6.83,3.77,10.08,0,AA,Standard,0.34,6,89,0.39,17563.79,Private,Low,Local Tier 1,0.2
SH878300,Suning Group Co.,2021,Retail & E-commerce,Sichuan,9780.54,1123.32,19402.17,8616.92,10785.249999999998,1131.55,10.42,5.79,0.8,11.49,0,AA,Standard,0.52,6,77,0.29,31475.3,Foreign JV,Medium,Big4,0.08
SZ623845,Haier Precision Ltd.,2022,Manufacturing,Beijing,10076.36,201.81,18638.76,10671.87,7966.889999999998,241.04,2.53,1.08,1.34,2.0,0,AA,Standard,0.47,3,38,0.4,24822.0,SOE,Medium,Local Tier 2,0.02
SH850762,Tencent Cloud Holdings,2021,Technology,Shenzhen,6385.87,1772.3,10067.48,6070.85,3996.629999999999,1728.05,44.34,17.6,1.52,27.75,0,B,Disclaimer,0.31,10,44,0.21,14236.74,SOE,Low,Local Tier 1,0.31
SZ702432,COFCO AgroTech Ltd.,2022,Agriculture,Sichuan,3136.09,324.14,4086.81,2165.8,1921.0099999999998,379.97,16.87,7.93,1.13,10.34,0,BB,Adverse,0.32,6,45,0.16,7358.5,Private,Low,Local Tier 2,0.12
SH536610,COFCO AgroTech Ltd.,2022,Agriculture,Zhejiang,3524.9,741.81,6327.08,3699.25,2627.83,847.99,28.23,11.72,1.41,21.04,0,A,Standard,0.62,1,74,0.1,8679.01,SOE,Medium,Local Tier 2,0.2
SH488622,China National Steel Corp.,2022,Manufacturing,Zhejiang,7426.31,2442.16,9726.02,4225.83,5500.1900000000005,2230.3,44.4,25.11,0.77,32.89,0,BBB,Standard,0.0,8,38,0.12,18891.02,Private,Low,Local Tier 1,0.35
SH221793,Sinopharm Biotech,2021,Pharmaceuticals,Hebei,4577.96,127.68,8992.4,3856.44,5135.959999999999,106.07,2.49,1.42,0.75,2.79,0,C,Standard,0.47,1,83,0.25,12679.25,Foreign JV,Medium,Local Tier 1,0.02
SZ140392,Suning Group Co.,2022,Retail & E-commerce,Zhejiang,5791.25,765.74,7631.13,2938.84,4692.29,641.51,16.32,10.03,0.63,13.22,0,AA,Standard,0.31,10,33,0.08,11034.81,SOE,Low,Local Tier 1,0.13
SH380218,Didi Mobility Systems,2022,Transportation,Hebei,8644.46,717.68,14816.04,8219.44,6596.6,819.27,10.88,4.84,1.25,8.3,0,AAA,Standard,0.51,4,87,0.32,20261.79,Private,Medium,Local Tier 1,0.08
SH657198,Suning Group Co.,2021,Retail & E-commerce,Sichuan,10667.87,-416.77,15420.12,5269.31,10150.810000000001,-492.97,-4.11,-2.7,0.52,-3.91,1,AAA,Standard,0.79,10,72,0.27,27769.94,Private,High,Local Tier 1,-0.03
SZ316806,China National PowerGrid,2022,Energy,Shenzhen,12252.97,2663.04,19410.81,8247.94,11162.87,2435.15,23.86,13.72,0.74,21.73,0,BB,Standard,0.53,9,70,0.22,34019.99,Private,Medium,Local Tier 2,0.19
SH532092,Guangzhou Pharma Group,2022,Pharmaceuticals,Sichuan,13992.21,2200.45,24611.92,9711.39,14900.529999999999,2565.05,14.77,8.94,0.65,15.73,0,A,Qualified,0.69,10,35,0.49,29771.4,Private,Medium,Local Tier 1,0.12
SZ637032,Huawei Digital Ltd.,2022,Technology,Shanghai,3787.83,506.88,6802.85,2328.76,4474.09,568.02,11.33,7.45,0.52,13.38,0,AA,Standard,0.34,6,65,0.07,10065.09,Private,Low,Local Tier 1,0.09
SZ905756,JD Global Mall,2021,Retail & E-commerce,Shanghai,3649.0,765.81,4477.87,1577.54,2900.33,671.93,26.4,17.1,0.54,20.99,0,BBB,Adverse,0.91,8,34,0.04,5892.82,Private,High,Local Tier 1,0.22
SH802322,China National PowerGrid,2022,Energy,Hebei,11168.98,-365.28,20906.96,6559.3,14347.66,-345.87,-2.55,-1.75,0.46,-3.27,1,C,Standard,0.56,9,73,0.24,25442.19,Private,Medium,Local Tier 1,-0.02
SH843482,COFCO AgroTech Ltd.,2021,Agriculture,Guangdong,12241.65,1292.54,19068.99,8132.48,10936.510000000002,1233.73,11.82,6.78,0.74,10.56,0,AAA,Standard,0.76,3,41,0.12,27927.09,SOE,High,Local Tier 1,0.09
SH207563,China Southern Logistics,2021,Transportation,Shenzhen,6197.94,1494.07,11732.77,5006.26,6726.51,1625.84,22.21,12.73,0.74,24.11,0,AAA,Standard,0.46,1,43,0.15,17608.81,SOE,Medium,Big4,0.17
SZ842031,Alibaba Commerce Ltd.,2021,Retail & E-commerce,Sichuan,9556.3,-456.1,12227.04,8048.18,4178.860000000001,-524.7,-10.91,-3.73,1.93,-4.77,1,A,Standard,0.6,1,69,0.38,22639.27,Foreign JV,Medium,Big4,-0.07
SH633712,Sichuan Organic Farming Ltd.,2022,Agriculture,Shenzhen,6049.19,2027.27,9188.63,6617.98,2570.6499999999996,1625.85,78.86,22.06,2.57,33.51,0,AAA,Standard,0.45,7,45,0.17,15199.77,Private,Medium,Local Tier 1,0.5
SZ366222,China Southern Logistics,2022,Transportation,Beijing,8346.22,1577.08,10285.3,4017.17,6268.129999999999,1836.09,25.16,15.33,0.64,18.9,0,AA,Standard,0.51,7,76,0.18,20556.26,Private,Medium,Local Tier 1,0.2
SZ837308,China Southern Logistics,2022,Transportation,Beijing,8423.47,1295.59,16817.23,11375.58,5441.65,1326.99,23.81,7.7,2.09,15.38,0,A,Standard,0.4,6,43,0.43,24807.39,SOE,Low,Big4,0.16
SZ776300,Bank of China Trust,2022,Financial Services,Shanghai,7026.24,-522.94,10707.92,6924.71,3783.21,-432.42,-13.82,-4.88,1.83,-7.44,1,AA,Standard,0.96,5,43,0.31,16221.53,SOE,High,Local Tier 2,-0.09
SH601987,SinoMach Robotics,2021,Manufacturing,Shenzhen,7186.46,523.31,9711.21,6768.88,2942.329999999999,527.42,17.79,5.39,2.3,7.28,0,B,Adverse,0.48,7,69,0.39,16878.64,SOE,Medium,Local Tier 1,0.12
